objectid_1;objectid;id_rte500;vocation;nb_chausse;nb_voies;etat;acces;res_vert;sens;res_europe;num_route;class_adm;longueur;st_length_;st_length(shape);geo_shape;geo_point_2d
91;92135;92135;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A20;Autoroute;16.29999924;16295.2002219;16295.200221909285;"{""type"": ""LineString"", ""coordinates"": [[1.514062474654323, 44.15337144718023], [1.513191885235401, 44.15238020108069], [1.512867742047281, 44.1520094138339], [1.511423634106961, 44.150575565597215], [1.509754134791176, 44.14901440445295], [1.50718848900536, 44.146874779931935], [1.5042222684096211, 44.144762039384084], [1.501816484660662, 44.143117791990036], [1.499462540175158, 44.14126714940587], [1.497269408138812, 44.13972293576815], [1.494202805570122, 44.137699468610414], [1.492927726041283, 44.13680513078126], [1.490478260506528, 44.13508891439449], [1.488671264549824, 44.13370738250597], [1.486055733005351, 44.1319005551466], [1.484337678428828, 44.13051927941431], [1.4829174276236141, 44.12940946437302], [1.48097567759083, 44.127611837978115], [1.4797582527111022, 44.126259932418776], [1.478690153344679, 44.12488758067644], [1.476107853333208, 44.121074386625956], [1.473802943369985, 44.118113003189826], [1.473465880786265, 44.11768160550342], [1.472643446190534, 44.11661869240487], [1.470928642138167, 44.11491317402762], [1.469075350174511, 44.11329661624927], [1.467220708656132, 44.11173402117679], [1.465703178263762, 44.110415572666874], [1.463723085885384, 44.10892497930361], [1.4603359642931841, 44.10684655242891], [1.459194353560361, 44.10623546280129], [1.457377263718414, 44.105195352984886], [1.455760459449884, 44.10437318709954], [1.452849625940864, 44.10299260315252], [1.451142619448896, 44.10227622017002], [1.448786168046433, 44.101188730724004], [1.447172678823132, 44.10075717697592], [1.445306764794964, 44.09996373176742], [1.436705837112737, 44.09637371103225], [1.435215282684692, 44.09570427587081], [1.434329121456922, 44.095360335506946], [1.432782185995214, 44.09469906319902], [1.430767742307468, 44.093779912793515], [1.429492386130286, 44.09314768936735], [1.427702725489935, 44.09209847227955], [1.426732010784794, 44.09147328900966], [1.425114493718247, 44.09034548193915], [1.424240689551123, 44.08960554183478], [1.423414897052643, 44.08880147028381], [1.4226375646232001, 44.0878720603006], [1.421857783525048, 44.08680667725448], [1.421281874055815, 44.08595667796452], [1.420766230130016, 44.08496080987182], [1.42033701743522, 44.08391127317575], [1.4200707287041991, 44.08297661204516], [1.419856129207143, 44.082069702724574], [1.419578139900445, 44.08043270699865], [1.419548541335603, 44.07898023891361], [1.419530510114703, 44.07823550433627], [1.419567527685986, 44.077442052894895], [1.419647101197754, 44.07695978832767], [1.419708346960606, 44.076597887500036], [1.419850884902478, 44.0757366431965], [1.4203904753034031, 44.07370635479249], [1.4209152991669591, 44.07216196552743], [1.421369680397972, 44.070995546965], [1.421631295574699, 44.07016122589932], [1.421939403110444, 44.0691808411932], [1.422244150930398, 44.068005963610766], [1.422430458897967, 44.06713995033267], [1.422613013313789, 44.066138852562666], [1.422746368575901, 44.06520096089263], [1.4227905347456211, 44.064057438856366], [1.422556759346909, 44.06276228042813], [1.422192144323041, 44.06159396572256], [1.42167875010075, 44.06047931818708], [1.4211115195948372, 44.05946111398457], [1.420290654162875, 44.058361830527375], [1.418814171133728, 44.05686868878024], [1.4181037674724681, 44.056199479828145], [1.417297650916282, 44.055561289807486], [1.416331924360125, 44.054828064471344], [1.415802992106932, 44.05445763124473], [1.41443554051139, 44.0537185750101], [1.413328066044272, 44.053192116130326], [1.411369970887892, 44.05246426331733], [1.410230636979454, 44.052052535929256], [1.407596066159949, 44.05110324178641], [1.405461669711469, 44.0503025016941], [1.404281540737606, 44.04983520519893], [1.403441407461421, 44.04952858977376], [1.401330125455684, 44.04875331085572], [1.3976504191474262, 44.04734380691818], [1.397216062682205, 44.04716730991835], [1.396306999449966, 44.04678491311616], [1.39552687653292, 44.04638909534836]]}";44.0994659053,1.45114199056
98;96945;96945;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A620;Autoroute;0.63;632.78927498;632.7892749746859;"{""type"": ""LineString"", ""coordinates"": [[1.424403755853107, 43.652709552769174], [1.423933834423058, 43.65226445458553], [1.423726642042683, 43.65204635717801], [1.422191224982563, 43.65054992921132], [1.421888841805481, 43.650098253628265], [1.421699774299229, 43.6495825240905], [1.421541826516839, 43.64856686083071], [1.421556658710531, 43.64762300434675]]}";43.6503866336,1.42250412935
99;96946;96946;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A620;Autoroute;1.00999999;1006.22311286;1006.223112864168;"{""type"": ""LineString"", ""coordinates"": [[1.402517305552781, 43.585266727609735], [1.403345199324752, 43.58394429278639], [1.406112770176193, 43.57937457204808], [1.406561552594666, 43.57868190891565], [1.407279429320005, 43.57757022275699], [1.407744227623228, 43.577057777399055]]}";43.5811198469,1.40507259117
101;96948;96948;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A620;Autoroute;0.09;92.05302961;92.05302961066485;"{""type"": ""LineString"", ""coordinates"": [[1.414458766701031, 43.56911065716065], [1.414832489231787, 43.56893342868453], [1.4154620853187652, 43.568723036266384]]}";43.5689026343,1.41495470551
103;96951;96951;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A620;Autoroute;1.28999996;1292.7620537;1292.7620536970614;"{""type"": ""LineString"", ""coordinates"": [[1.417827265861537, 43.62404997438358], [1.417630200881753, 43.62261617075159], [1.417743830864347, 43.621730466367175], [1.417960569349555, 43.62110365127847], [1.41815651407044, 43.62069162317989], [1.418443104844147, 43.62013692099487], [1.418763775089981, 43.619379324090346], [1.418851072104687, 43.618729026096545], [1.418835763574248, 43.61816093136405], [1.418729625293386, 43.617427723406564], [1.418336470989459, 43.615109119129684], [1.418182825557544, 43.61434732195174], [1.417931887291557, 43.61365520470765], [1.417626345527435, 43.61310178464054], [1.4173290460155101, 43.612698775935584]]}";43.6183155153,1.41822119085
113;99807;99807;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A64;Autoroute;0.16;156.12082947;156.12082946612043;"{""type"": ""LineString"", ""coordinates"": [[0.109308105264054, 43.216280298417146], [0.10800537920279801, 43.216194988564936], [0.107395760067216, 43.216154346752006]]}";43.2162175669,0.10835191652
115;99811;99811;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A64;Autoroute;13.82999992;13825.6968231;13825.696823095066;"{""type"": ""LineString"", ""coordinates"": [[0.020416468022646003, 43.218336222006414], [0.020036900096986002, 43.21844096047877], [0.019498784117933002, 43.21854131888777], [0.017914293649987003, 43.21883600223952], [0.017090376370693, 43.218988761009165], [0.01417950467349, 43.21939344489237], [0.011385892917978, 43.21976709308836], [0.009322504593959, 43.219919667208025], [0.0023477203042300003, 43.220457981481914], [0.001176674044135, 43.220538867104885], [-0.0006787460488270001, 43.22073843781807], [-0.002336082836939, 43.220986695644854], [-0.0038797572746320005, 43.221557649723124], [-0.006373571333468, 43.22226774904195], [-0.008638029195405001, 43.22318132319966], [-0.010072359177714001, 43.22391907155979], [-0.011700348872012, 43.22480532704266], [-0.012549633525602, 43.225417143062245], [-0.013508785018711, 43.226081696125085], [-0.018154625487989, 43.230179989618115], [-0.020323357342534, 43.23184226114178], [-0.021573017740907002, 43.23247881824709], [-0.021943933734473002, 43.23269707962891], [-0.023060918037997, 43.23307988421251], [-0.023900963333509002, 43.23334621166486], [-0.025413413118439, 43.23361619308843], [-0.027846009869449004, 43.23373072080425], [-0.031938251782762, 43.2333538991392], [-0.038753326643432, 43.23285259147751], [-0.041504737829628005, 43.2325221452042], [-0.044193267081036006, 43.2320970814844], [-0.045373883063413, 43.23190984581617], [-0.04584875583998901, 43.23183343346892], [-0.046449105006502005, 43.23173187308873], [-0.046707767860299, 43.231687664502154], [-0.050008749283764004, 43.23094900254122], [-0.05286182449854, 43.23007617652674], [-0.057815784333641006, 43.22838131227455], [-0.060404557550764, 43.22747346064675], [-0.06143105058465, 43.22719139507792], [-0.06254624675174, 43.226957213271405], [-0.06395777040026901, 43.22673981308213], [-0.06577365610612, 43.22664953834076], [-0.068137146808441, 43.22699556442884], [-0.07007912547363901, 43.22730852085649], [-0.07170133093087401, 43.227904204029095], [-0.07463655897278, 43.22925194163845], [-0.076331013995383, 43.2301155608683], [-0.079069195409325, 43.23131936905322], [-0.08632683875254901, 43.23535025870058], [-0.09464558805329601, 43.240091165266], [-0.09553719783315201, 43.2405985293178], [-0.09711398408134701, 43.24155164364829], [-0.09930623978213901, 43.24249967226533], [-0.10111231509154801, 43.24304285131337], [-0.1026256059392, 43.24338466473041], [-0.10328500319627601, 43.24353315302642], [-0.10385784788285701, 43.24362921238209], [-0.104461819028505, 43.243731575453786], [-0.11274055848298001, 43.2443700092731], [-0.11335670510945701, 43.24440085437542], [-0.115662417483748, 43.24484296462458], [-0.11858046792151102, 43.2454950982403], [-0.12038730440278501, 43.24604694452632], [-0.12226491717250002, 43.246813670981886], [-0.12405272344635401, 43.247581164952855], [-0.124269662108257, 43.24767571351251], [-0.12466550936694101, 43.24789021640377], [-0.125289745385606, 43.248228640940624], [-0.12577951209580102, 43.248494435405384], [-0.12756595944857801, 43.24971203282223], [-0.12852414416076202, 43.250553001223906], [-0.12940931963861002, 43.25138707624573], [-0.13044072809749302, 43.252486977636224]]}";43.232510985,-0.0557781904022
119;99822;99822;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A64;Autoroute;1.49000001;1488.56615971;1488.5661597138642;"{""type"": ""LineString"", ""coordinates"": [[1.3766428641026232, 43.520297315012726], [1.377908187829867, 43.521427621407796], [1.38013405091956, 43.52366924207651], [1.381315840727552, 43.52474066822297], [1.381822281271548, 43.525201774726554], [1.387392305680663, 43.5311592894343]]}";43.5256465903,1.3820987069
123;99827;99827;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A64;Autoroute;11.97999954;11982.0020815;11982.002081456594;"{""type"": ""LineString"", ""coordinates"": [[0.7589593283086371, 43.125328027244194], [0.760183821250883, 43.12533458674714], [0.760918250771584, 43.1253390501198], [0.7613517823972561, 43.12534175767848], [0.761790641461861, 43.12533377650938], [0.7637759564196651, 43.12529760608578], [0.7665358563335921, 43.12527565472367], [0.7679246058627751, 43.125259436010865], [0.77001581458484, 43.1252802316682], [0.7727971666212861, 43.12524326737631], [0.7770317460890711, 43.12530190127594], [0.778671732770118, 43.125524673088485], [0.780827241308614, 43.12566265769968], [0.7816970076537061, 43.12566166787265], [0.7824525511580631, 43.125660120436095], [0.7838791071284831, 43.12558688710198], [0.7853300931294931, 43.12554922897726], [0.787361413772774, 43.12556215858446], [0.7904766253263691, 43.12569265478219], [0.7925681143373781, 43.125641934628966], [0.796024509848957, 43.12542653964064], [0.7978328516779041, 43.125359129423735], [0.799504581886707, 43.125427467382025], [0.800899486678963, 43.1255072271393], [0.8028465437091311, 43.125700802673045], [0.804623434201808, 43.125976356561296], [0.806427241472738, 43.126449482385645], [0.809083414106733, 43.12718734985319], [0.8124713212737941, 43.12826302891496], [0.814821557985372, 43.129038632693515], [0.817626996187224, 43.129928677485466], [0.8195681426738161, 43.130544727872405], [0.8224876568049491, 43.13144325047107], [0.825268990258436, 43.13235960006207], [0.828245782665312, 43.13301347833477], [0.829626329897404, 43.13321944295339], [0.8309836832582881, 43.1333889315709], [0.8321541103884601, 43.1334979571815], [0.8335576880958411, 43.13345059477922], [0.835031663943231, 43.13329485442141], [0.8367024926016181, 43.13306566366543], [0.838017259660031, 43.13283020589924], [0.8412684120995171, 43.13212875335327], [0.8446437173592161, 43.131489072965934], [0.8460554976612631, 43.131252759414494], [0.847872474200635, 43.13092284391], [0.8510880249277171, 43.13024738333446], [0.8533928775446531, 43.129679663663794], [0.85579495984227, 43.12894017364963], [0.857496038641947, 43.128485424121834], [0.8618752576446911, 43.12729561000868], [0.8669973997549041, 43.12587469146678], [0.869511620439095, 43.12524959501538], [0.8700598030511191, 43.125140760933085], [0.8703097754737941, 43.125090814987566], [0.8716837121091321, 43.124907410456075], [0.8730491837880251, 43.12475351384824], [0.874476106775054, 43.12473217789646], [0.8760373469491181, 43.12466578264621], [0.878732279714431, 43.124635181206756], [0.8799404658791171, 43.12471653946434], [0.881108452515851, 43.12468822234872], [0.8836653523487811, 43.12446853279278], [0.8850772835663141, 43.12428570486308], [0.8863061153413531, 43.12410466635721], [0.887544964751488, 43.12385092970631], [0.8895802018687731, 43.12338333807905], [0.8906323460519601, 43.122960354604764], [0.8920757612491821, 43.12231647624856], [0.893906557120947, 43.121355338135345], [0.8955785829565811, 43.12050264040797], [0.897482350291511, 43.11955816604263], [0.8992835468715781, 43.1188321002934], [0.9000052597918101, 43.118541150135556]]}";43.1270552815,0.830084537433
161;125547;125547;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A64;Autoroute;2.51999998;2515.43121253;2515.431212531057;"{""type"": ""LineString"", ""coordinates"": [[1.392077481260112, 43.53624400517202], [1.392629742307949, 43.536842527494564], [1.393478906444377, 43.537838703664896], [1.393829126893941, 43.538275844756164], [1.394071813451722, 43.538577306807895], [1.394386154161989, 43.53897071951279], [1.395419676077517, 43.539967808517204], [1.400299411502688, 43.54460329914802], [1.4034155287191101, 43.547461412447824], [1.404023956651605, 43.548005809522095], [1.405846728275167, 43.54995481406136], [1.407314320986784, 43.551553910141536], [1.4075581073376782, 43.55182026237984], [1.408237308922327, 43.552626650370414], [1.40858830528866, 43.55304305869836], [1.408741310267423, 43.55323698402011], [1.409225457948472, 43.553849724253816], [1.409376143029551, 43.5540382152262], [1.409982197603181, 43.554717532481526]]}";43.5454149318,1.4010985091
166;129061;129061;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;N'appartient pas;Double sens;;D902;Départemental;2.17000008;2169.02983616;2169.029836158366;"{""type"": ""LineString"", ""coordinates"": [[1.36748430210505, 43.64577336899276], [1.367130092219273, 43.64646103787563], [1.366358848994739, 43.64795242775026], [1.365557275636057, 43.64950635741797], [1.36502577948246, 43.65110664432242], [1.364911808408279, 43.65193021981593], [1.364805696869559, 43.65269541459966], [1.364745349313786, 43.654246089062184], [1.364677772122697, 43.65518106272475], [1.364615834759356, 43.656048622447294], [1.364540681050125, 43.65677108524257], [1.363990699846191, 43.65797330162305], [1.363906134685601, 43.65815652781659], [1.3608880910686851, 43.66234645300623], [1.360323692164208, 43.66313804156227], [1.3598794588689551, 43.66397553996774], [1.359790098533685, 43.66419559160063]]}";43.655185136,1.36405723652
167;141407;141407;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N124;Nationale;2.01999998;2016.8233622;2016.8233621963689;"{""type"": ""LineString"", ""coordinates"": [[1.070088206491023, 43.60609861777534], [1.067633166160292, 43.60636009206861], [1.066305519459296, 43.606502977121934], [1.06506654363739, 43.60662402433714], [1.063917812471692, 43.606713364328336], [1.062742330369047, 43.60664110829807], [1.06205938581673, 43.606508323243254], [1.061367461877163, 43.606311470857015], [1.060310016427131, 43.60597218280387], [1.059084712920805, 43.60554258184082], [1.058093905162344, 43.60517476109373], [1.057022266611608, 43.604780284501366], [1.056071430649614, 43.604403259470125], [1.054224368411823, 43.603683463624414], [1.053232989349134, 43.60348029487908], [1.050475106928665, 43.60332373472707], [1.048813888457824, 43.60318770647957], [1.046187727326164, 43.603019002115055]]}";43.6049772886,1.05813597233
182;141421;141421;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N124;Nationale;7.36999989;7368.76706447;7368.767064473595;"{""type"": ""LineString"", ""coordinates"": [[0.6388307000176271, 43.660086113802926], [0.643636670795381, 43.66093213831784], [0.6460140797203, 43.66131490740546], [0.6477365624646241, 43.6614620084133], [0.648311621779128, 43.66146904604902], [0.6508347698762521, 43.66153438949123], [0.652962340341064, 43.661297671556184], [0.654847750534678, 43.66091795949327], [0.65686815233531, 43.660298971449706], [0.6577605634447651, 43.65991311038822], [0.658745098267222, 43.659457210391814], [0.660524040624624, 43.65852419067385], [0.661424381284616, 43.65788191643638], [0.661603905430388, 43.65773634539688], [0.662449568263564, 43.6570964883343], [0.663257302950047, 43.65638289463274], [0.664743898491851, 43.6551959751709], [0.6659724001596381, 43.65440858280472], [0.6680434881931681, 43.65341870737484], [0.66970634979589, 43.65270990596762], [0.6715529923148791, 43.652114839444714], [0.6734453677891631, 43.651797078488435], [0.67537458755847, 43.65154848704084], [0.6773058685290081, 43.65121798900116], [0.6791237531423061, 43.65087063352946], [0.680773447291628, 43.65045124641898], [0.6828862097823201, 43.64986166925698], [0.6846119852071311, 43.64942944407935], [0.687880080797416, 43.64862402452359], [0.690022219667006, 43.64825548095823], [0.6922156142319751, 43.64799870582771], [0.695679368384283, 43.64781023011997], [0.7002017650644271, 43.64771425928404], [0.702672797566386, 43.64764228250987], [0.706775760984475, 43.647618189837154], [0.710480968238496, 43.6475585609876], [0.715962111156438, 43.6475415344984], [0.7203656138831711, 43.64753404534008], [0.72299284423497, 43.64739827046825], [0.724814558949137, 43.647412107625385]]}";43.6525571986,0.681267216089
183;141422;141422;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N124;Nationale;5.26000023;5256.33924942;5256.339249421729;"{""type"": ""LineString"", ""coordinates"": [[0.724814558949137, 43.647412107625385], [0.730239313419757, 43.64765963050611], [0.7317564891685301, 43.64794514315346], [0.7335853459534191, 43.64828034057502], [0.7350290080363081, 43.64860748224508], [0.736824676315155, 43.649187677700816], [0.7387905847584161, 43.65000992732128], [0.739900257378529, 43.65044617703761], [0.7414475431136961, 43.65116605710985], [0.742645804364023, 43.65171483867941], [0.7440648630844221, 43.65235550437272], [0.7449574891136971, 43.65276469342926], [0.7465574962939701, 43.653534201613844], [0.747485942665129, 43.65397921827629], [0.748329421024826, 43.654378359202006], [0.7496482325386291, 43.65501777452589], [0.7512116992997401, 43.65580535992366], [0.7522866225160181, 43.65634248036192], [0.7537515790033571, 43.65708298379288], [0.7538622327025111, 43.65713837936346], [0.7543010978919551, 43.65736078321484], [0.755375374705864, 43.65791586239394], [0.7554359432974781, 43.65795221910551], [0.755510104077257, 43.6579897565255], [0.755583061327, 43.65802636888772], [0.756867265520746, 43.65860376939565], [0.757197858486759, 43.658742012785375], [0.7580564946721141, 43.65904237145324], [0.758264323725492, 43.65911776930955], [0.7583877262581871, 43.65916442139417], [0.7591715065318261, 43.659445224601946], [0.7597994423056811, 43.65958958730714], [0.7602184925912361, 43.65968553579795], [0.7610049152955091, 43.659867362134655], [0.761474579320164, 43.65993734305165], [0.7628674725930831, 43.66014694229289], [0.7633235483813551, 43.660215735415214], [0.764028809318795, 43.66025364454477], [0.7649059980263421, 43.66030228455606], [0.7656261748805281, 43.66027567829091], [0.7664166179610281, 43.660259512277754], [0.767000561718007, 43.66026070387666], [0.7679571537376201, 43.66014892098493], [0.7687888016554351, 43.66006157080852], [0.769386386740986, 43.65993520688079], [0.770868628176638, 43.659633445228835], [0.7717158003894281, 43.65946537692915], [0.7719534817968291, 43.65937933147489], [0.772327983858851, 43.659250180642545], [0.772702519187898, 43.6591201290898], [0.773090995010821, 43.658982260382516], [0.7747010660391, 43.658388714191], [0.7749186024049021, 43.65831035162452], [0.775405583820114, 43.65812588226357], [0.775780802931028, 43.65797783136371], [0.776206237353744, 43.65781370328587], [0.7766317042324661, 43.657648674119486], [0.7815647122380721, 43.6556700791154], [0.783063075909865, 43.655075034975795], [0.7836167379242001, 43.65486398524291]]}";43.6548189157,0.754286223829
198;146608;146608;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A75;Autoroute;1.49000001;1489.86169576;1489.8616957631739;"{""type"": ""LineString"", ""coordinates"": [[3.202465749638229, 44.48651098304378], [3.202643439989207, 44.4866168819359], [3.203823576945385, 44.487126028895325], [3.204777918132129, 44.48743753572709], [3.206742691652239, 44.48791548521019], [3.207972267507341, 44.488172435507714], [3.209547095323314, 44.488270279094635], [3.21140668999727, 44.488179410005564], [3.213479514663411, 44.48794316258135], [3.214943860641595, 44.48775757535216], [3.216420552289137, 44.48784290897556], [3.217403220025774, 44.48797780920325], [3.218230641000583, 44.488290350217866], [3.220118003540477, 44.489197617567186]]}";44.4879396242,3.2113047549
202;146643;146643;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A75;Autoroute;3.13000011;3125.96913033;3125.969130325907;"{""type"": ""LineString"", ""coordinates"": [[3.103731910573987, 44.30789931422493], [3.103694554941475, 44.30872207562399], [3.103494242665396, 44.309551291789504], [3.103143291403097, 44.31027083236047], [3.102692225483821, 44.31109218131694], [3.102228330883352, 44.31175871666007], [3.101388682559471, 44.31262362807538], [3.100839039463254, 44.313025595854505], [3.100415850691586, 44.31333743154895], [3.1002242879822832, 44.31347892830415], [3.09934634012726, 44.31398290334161], [3.098532176240339, 44.31440670183558], [3.097603909492987, 44.31482879541964], [3.096162843870234, 44.315982245385584], [3.09534808526697, 44.31682908770253], [3.0947712181876312, 44.31749569119131], [3.094554709542649, 44.31773171472838], [3.092351978070222, 44.320134266378574], [3.091285906065127, 44.32149437268705], [3.090083282266078, 44.322963498868496], [3.089232431086983, 44.324103775247984], [3.087931476070379, 44.326113946754724], [3.0867833897027, 44.328105981309434], [3.086590869961773, 44.32849679657577], [3.085955779689412, 44.329781804125496], [3.085378171524827, 44.33094974499032], [3.084891813254293, 44.33193398288226]]}";44.3194668145,3.09400215102
209;146642;146642;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A75;Autoroute;4.78999996;4793.42855086;4793.428550864964;"{""type"": ""LineString"", ""coordinates"": [[3.083445889575753, 44.26807957581833], [3.084926725206273, 44.26902986852049], [3.08664486230246, 44.27029949787603], [3.088166676471975, 44.27175108349308], [3.088937777579457, 44.27296742716512], [3.089266825813692, 44.273487431152546], [3.090439069656126, 44.27560986298443], [3.091315010658641, 44.2772923703665], [3.091729750696354, 44.278089535261465], [3.09219499574326, 44.27988939603431], [3.093922783498595, 44.28820420911639], [3.094046274443476, 44.28861726284066], [3.094459981472019, 44.289473831401025], [3.101439687561064, 44.30119183613615], [3.102078172103607, 44.30216519144017], [3.102416209569152, 44.30264374915672], [3.102679203795361, 44.303209689223735], [3.10318027602705, 44.30441720278453], [3.103494511756666, 44.30557808367854], [3.10361976350209, 44.306209861885904], [3.103642799050891, 44.30646817954751], [3.103693932661128, 44.30701091416629], [3.103731910573987, 44.30789931422493]]}";44.2872362589,3.09463747294
210;146648;146648;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A75;Autoroute;2.47000003;2466.60799574;2466.6079957352677;"{""type"": ""LineString"", ""coordinates"": [[3.426723994721174, 43.6711872431136], [3.428273889880129, 43.66957227408561], [3.430281718657771, 43.6677089236221], [3.431558559911967, 43.66689582849574], [3.436490177067924, 43.66372498999763], [3.436819527469236, 43.663515810210605], [3.437137775353081, 43.66331387259779], [3.437961648198363, 43.66277696734218], [3.440036481385088, 43.66164112381959], [3.441125831791884, 43.66098074573837], [3.442297504999182, 43.66006987368895], [3.44523589343917, 43.65780205047447], [3.4455731538104653, 43.657502831025035], [3.446705481765662, 43.65649129519044], [3.447131980910109, 43.65603603694785], [3.4472495766578213, 43.655859190152725], [3.447587723023381, 43.655200036236224]]}";43.663261704,3.43724405287
221;146657;146657;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A75;Autoroute;1.49000001;1492.41721738;1492.4172173790919;"{""type"": ""LineString"", ""coordinates"": [[3.310468950421876, 43.86625661780383], [3.310411921268769, 43.86537575217893], [3.310312674286653, 43.86382096294615], [3.310178219766629, 43.863111304349296], [3.310028319270526, 43.86207591718728], [3.3099634980736212, 43.86136156164706], [3.309893342348464, 43.86058062720241], [3.309861367154865, 43.85950081029734], [3.30980498478195, 43.859194996658324], [3.3094247119592, 43.857184749793284], [3.308497401146187, 43.85566020928371], [3.307376139076367, 43.854136208974126], [3.306777294545768, 43.85331716766717]]}";43.8595119148,3.30938458998
239;146674;146674;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A75;Autoroute;2.67000008;2674.57776789;2674.5777678924164;"{""type"": ""LineString"", ""coordinates"": [[3.437096646549082, 43.47636133451096], [3.436895867974767, 43.47578993525911], [3.436130467277774, 43.47407369373496], [3.435959272126944, 43.47365422357775], [3.435333645897058, 43.47211735640559], [3.434513082067823, 43.470117926022425], [3.433105691095192, 43.46678929292742], [3.432540942489004, 43.46527916542301], [3.432263757836466, 43.46389834561599], [3.432264614458838, 43.46286189906934], [3.432079853972084, 43.461779409473195], [3.431930027619026, 43.459920350349655], [3.4319697966735943, 43.45880188023546], [3.431876678998265, 43.4582435456427], [3.431825776536716, 43.45771473268899], [3.431765777523716, 43.457125677184756], [3.4317291784390322, 43.456856816851214], [3.431447511791192, 43.456023030104575], [3.431070361473099, 43.45447707279547], [3.430306306455677, 43.45320975520747], [3.430172669806518, 43.453009656287506]]}";43.4647613786,3.43323008892
240;146675;146675;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A75;Autoroute;4.96000004;4958.85140766;4958.851407656868;"{""type"": ""LineString"", ""coordinates"": [[3.447587723023381, 43.655200036236224], [3.4479988687215712, 43.654209450164245], [3.448305424904943, 43.653474840670604], [3.449167819731952, 43.65140081818756], [3.4498610882860152, 43.64973240525766], [3.449979650687613, 43.64904985970485], [3.449967816441884, 43.64817349544504], [3.449537736001296, 43.64673918146667], [3.448933084609858, 43.64563671685773], [3.447483637794658, 43.643770195763544], [3.446917891389727, 43.643040081413716], [3.446679606507937, 43.64267214071385], [3.446462121314788, 43.642269921632725], [3.446289431067645, 43.64173254780309], [3.44620978557063, 43.641210088760346], [3.446175394817302, 43.640611860685716], [3.446229410031008, 43.639751427464816], [3.446501315591471, 43.638392509629334], [3.447256181405598, 43.63494227008362], [3.447674261633401, 43.63311215731158], [3.448033531793322, 43.63184466107252], [3.448562781783008, 43.63045499080885], [3.448715103483175, 43.63013223485309], [3.449438822640506, 43.62858699398314], [3.450765742366603, 43.62641029341701], [3.452057301354497, 43.62478889922635], [3.4524489975955452, 43.624353568941494], [3.453600873496489, 43.623092656762296], [3.454025745569851, 43.62262658979782], [3.456051333075121, 43.620815826039745], [3.457339762031242, 43.61930236214635], [3.458583417510326, 43.61761901288774], [3.459490554488839, 43.6161422261784], [3.459646246853413, 43.615788850568414], [3.460082388674689, 43.61473335277008], [3.460395818182956, 43.61382054027764]]}";43.6338778041,3.45084016045
