objectid_1;objectid;id_rte500;vocation;nb_chausse;nb_voies;etat;acces;res_vert;sens;res_europe;num_route;class_adm;longueur;st_length_;st_length(shape);geo_shape;geo_point_2d
361;203392;203392;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N88;Nationale;2.3599999;2355.22646856;2355.2264685599002;"{""type"": ""LineString"", ""coordinates"": [[3.265999613731775, 44.50387452263878], [3.26355273009583, 44.5032826469884], [3.262112758795158, 44.5028098598288], [3.259974020924919, 44.501918299318675], [3.256504719159791, 44.50051037187569], [3.254381250438324, 44.499618668736034], [3.252880067106144, 44.49920171697364], [3.252104534760153, 44.499039651798896], [3.251830099648167, 44.49898716558334], [3.251349203528235, 44.49889373913035], [3.251098683771161, 44.498844797494186], [3.248325374367125, 44.49830374102389], [3.248106331851599, 44.49826102329896], [3.246925521206392, 44.49803051562088], [3.243332798165473, 44.497330025767596], [3.242668402866029, 44.497261272092366], [3.24232125948197, 44.497261134902566], [3.2418359521411872, 44.49730541029448], [3.241428751687662, 44.497379219876294], [3.240901327433308, 44.49757572031341], [3.240852351562432, 44.49759383162387], [3.239320816505043, 44.49828943296902], [3.238789804682618, 44.4985336427559]]}";44.4998191374,3.25244849387
371;209870;209870;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;N'appartient pas;Double sens;;D914;Départemental;0.61000001;614.0163677;614.0163676973776;"{""type"": ""LineString"", ""coordinates"": [[2.941729611202827, 42.63284448019808], [2.940431344438835, 42.63436764529977], [2.939231922864211, 42.63561754303769], [2.9377407455547, 42.637509179412724]]}";42.6351567889,2.93971099233
373;209872;209872;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;N'appartient pas;Double sens;;D914;Départemental;0.13;128.8741647;128.8741647005837;"{""type"": ""LineString"", ""coordinates"": [[2.9377407455547, 42.637509179412724], [2.93744076383196, 42.63791537408803], [2.936926274231058, 42.63849855438188]]}";42.6380122133,2.93734384154
382;223366;223366;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A61;Autoroute;1.10000002;1096.49623751;1096.4962375089044;"{""type"": ""LineString"", ""coordinates"": [[1.494819047998842, 43.5726606842295], [1.49409706489114, 43.57130710882226], [1.493748657095944, 43.56982102604984], [1.493630641880236, 43.56946032539566], [1.493583565641869, 43.56847157308642], [1.493614402002388, 43.566305924194964], [1.493706992561793, 43.564239225013054], [1.493781371464298, 43.563385347164434], [1.493797071567875, 43.5629284134675]]}";43.5678831799,1.4938188295
390;251416;251416;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A621;Autoroute;0.2;204.31930451;204.31930450450486;"{""type"": ""LineString"", ""coordinates"": [[1.378602551161101, 43.6321862891345], [1.379590180005824, 43.632270314634], [1.379854604298453, 43.63220855817692], [1.380460773499397, 43.63206729600388], [1.380896912142443, 43.63189199890181], [1.381020790037609, 43.6318929440882]]}";43.6321429033,1.37982451524
397;233827;233827;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;A péage;Appartient;Sens unique;;;Sans objet;0.22;221.00752187;221.007521874413;"{""type"": ""LineString"", ""coordinates"": [[4.351352051025791, 43.81132073356304], [4.353309326286024, 43.81183646967465], [4.353776032706687, 43.812178084183955]]}";43.811673871,4.35260004304
401;237447;237447;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A61;Autoroute;10.02999973;10025.3491846;10025.349184623345;"{""type"": ""LineString"", ""coordinates"": [[2.419993268786467, 43.19461655124657], [2.419541815567891, 43.19439644130895], [2.4185177828426703, 43.19389889381101], [2.417083863989865, 43.193086092385144], [2.416367547991155, 43.19267833885372], [2.415323539284273, 43.19209519954419], [2.412054731237176, 43.19038995250341], [2.408798106028036, 43.1889545281845], [2.405777289727348, 43.18791429129534], [2.402890617087433, 43.18710768595742], [2.402276129271495, 43.186973854796726], [2.3990713012748452, 43.18639116190681], [2.395400579985957, 43.18616736795527], [2.393594003741579, 43.18612484827035], [2.3915077381471432, 43.18626062389077], [2.389665142235946, 43.18648588993524], [2.388069412085981, 43.186846552237725], [2.386215586806459, 43.1874315012432], [2.383699248919986, 43.18846599227187], [2.381245211043684, 43.18964380616459], [2.380753523730561, 43.189868563215015], [2.378532253706338, 43.190767903232356], [2.3767744991993283, 43.191315466673025], [2.374787472173879, 43.19180230573339], [2.372687940316998, 43.19211754627004], [2.369801801061123, 43.192298624949416], [2.366413563470622, 43.1922994747669], [2.361992429685839, 43.191761601590656], [2.36174655780358, 43.19176104723256], [2.357435926558956, 43.19113278923848], [2.355348708327218, 43.19099890611537], [2.353125996592202, 43.19099909830502], [2.350976756025942, 43.19113461447544], [2.349011855302826, 43.191493381401244], [2.347477930304935, 43.19189789652047], [2.345070715466023, 43.19266229924556], [2.341448874178325, 43.1937403733563], [2.340343608196583, 43.19406374780007], [2.33818202205781, 43.19451286833664], [2.336340174490414, 43.19473813228628], [2.334681640974536, 43.19473781527763], [2.333267488014392, 43.194655327136], [2.33225447620011, 43.19454381984984], [2.330678295499275, 43.19433346229815], [2.328909935949252, 43.193945580249775], [2.323482414708194, 43.19275130834021], [2.320843393516327, 43.19239201435367], [2.319602757227722, 43.19230144345053], [2.318128701739152, 43.1923011350345], [2.31581869497183, 43.1924007541701], [2.315427335098633, 43.19243515277158], [2.315170226386642, 43.192448813410124], [2.313340124460233, 43.19261439056595], [2.311853706007775, 43.19292875127317], [2.308599443624793, 43.1936464612348], [2.306297703391995, 43.19428024828944], [2.30367396316644, 43.19500186245939]]}";43.1912361793,2.36246397027
402;251417;251417;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A621;Autoroute;0.12;120.71536009;120.71536009376504;"{""type"": ""LineString"", ""coordinates"": [[1.377144413057844, 43.63195933491123], [1.377637982233465, 43.63207559960171], [1.378602551161101, 43.6321862891345]]}";43.6320920116,1.37787013103
408;237452;237452;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A61;Autoroute;4.15999985;4157.12464291;4157.124642911557;"{""type"": ""LineString"", ""coordinates"": [[1.6933305981573081, 43.39622887347195], [1.693145758406392, 43.39627253019715], [1.692705475554421, 43.396480457298246], [1.690616283135695, 43.39746653898658], [1.689512430186777, 43.39798674062488], [1.685699232033482, 43.399786827285965], [1.684026030590724, 43.40054029882658], [1.6832814217115502, 43.40099462354414], [1.683158057088723, 43.40099312337929], [1.679425025194273, 43.402992820331974], [1.6771926541297342, 43.40428192723616], [1.675888329187007, 43.40513695839586], [1.67327915904112, 43.40691805180998], [1.672284056929955, 43.40763106822326], [1.670667945290025, 43.40883402683229], [1.6699839909520842, 43.40937808711745], [1.66698848971102, 43.41151690164986], [1.66114797314781, 43.41539846058877], [1.659151099971303, 43.41650117635877], [1.657289163575328, 43.41753084854224], [1.6534350694295612, 43.41950210419601]]}";43.4074979722,1.67318727246
419;244213;244213;Type autoroutier;2 chaussée;Sans objet;Revêtu;A péage;Appartient;Double sens;;A54;Autoroute;0.07;67.05177104;67.0517710434929;"{""type"": ""LineString"", ""coordinates"": [[4.34790146017432, 43.809984616423506], [4.348494229444604, 43.809560577499646]]}";43.809772597,4.34819784481
425;252139;252139;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;Libre;Appartient;Sens unique;;A624;Autoroute;0.25;250.9752007;250.97520070426498;"{""type"": ""LineString"", ""coordinates"": [[1.4038403731723461, 43.60411031599527], [1.404134821897098, 43.60438822628975], [1.404268826821495, 43.6047798730655], [1.404529379489923, 43.6052525738028], [1.40475344817862, 43.60561224446584], [1.40526925665865, 43.606080591482566]]}";43.6051232585,1.40451243994
429;254274;254274;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;D900A;Départemental;0.82999998;830.79477501;830.7947750136739;"{""type"": ""LineString"", ""coordinates"": [[2.8745142966464803, 42.710643309123405], [2.875542406451412, 42.70991982545057], [2.876299236753149, 42.70947834002586], [2.876693532912539, 42.70924053057559], [2.8775245987620792, 42.70885396796702], [2.880067012726233, 42.70803505984521], [2.881270143393055, 42.70751671577661], [2.881838873770879, 42.70721344622694], [2.88240774891399, 42.7068355479279], [2.882809530387599, 42.706491630083605]]}";42.7085406944,2.87865250305
431;261521;261521;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N116;Nationale;5.21000004;5210.01012045;5210.0101204540515;"{""type"": ""LineString"", ""coordinates"": [[2.8108803108086953, 42.68749502177265], [2.810524612107419, 42.68744404346427], [2.809668258379559, 42.68732114649084], [2.80894353090099, 42.68719757861918], [2.8073311040881643, 42.68685213381764], [2.805726972341497, 42.68658310273123], [2.801505573689718, 42.68617795828126], [2.800382422893825, 42.6860383083059], [2.799367770367255, 42.685889859070365], [2.798414121843414, 42.6857226342087], [2.797119621795638, 42.68544866245575], [2.7946768077650552, 42.68492612723035], [2.7932339169726212, 42.68458169472208], [2.792121977063037, 42.68438803436665], [2.791353384692258, 42.684283143300334], [2.790584559157689, 42.684243879909054], [2.789535074516674, 42.68430745493341], [2.788289533439975, 42.68433017293094], [2.78739993939412, 42.68432481316443], [2.786617753757514, 42.6842738065468], [2.785848152471905, 42.68411492845606], [2.785176148724569, 42.68392836896917], [2.7845043488264603, 42.68368786024992], [2.781650791447293, 42.682582489065865], [2.779295502356695, 42.68186288162686], [2.777615711371577, 42.68169127464271], [2.776786110369047, 42.68162301497814], [2.775980226075715, 42.681725625495034], [2.775140117870383, 42.68185423165435], [2.7743362815768293, 42.68205573399303], [2.773593058551946, 42.68233737759222], [2.772704775934991, 42.682628598138194], [2.771487343421578, 42.68294877912508], [2.770562588690256, 42.6832129314996], [2.769270903045636, 42.68350595556352], [2.766892982389232, 42.68390269659734], [2.765272731143272, 42.68407088188077], [2.763783819841023, 42.68400377058309], [2.763003239960457, 42.68386358481609], [2.758997683692203, 42.68324685419728], [2.756934721226666, 42.682913121517814], [2.754773840106925, 42.68268701571144], [2.753280094255817, 42.682621545375035], [2.751905410951726, 42.68264174389263], [2.751036228110168, 42.682714350052244], [2.7503704886655633, 42.68280180933677], [2.749414273762002, 42.68299198027314]]}";42.6840374074,2.780170925
432;261522;261522;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N116;Nationale;7.46999979;7471.32022723;7471.320227232343;"{""type"": ""LineString"", ""coordinates"": [[2.708528137395857, 42.692754232768046], [2.70777864999982, 42.692978762868336], [2.707623621058385, 42.693025991914325], [2.702639684048901, 42.694482295114334], [2.699994035596739, 42.695093496186956], [2.696694786087153, 42.695746838583794], [2.694424274612338, 42.69638953488209], [2.691925707236423, 42.697045014067875], [2.690439910621685, 42.697491179886825], [2.689233861873567, 42.69781855664132], [2.6879527561563483, 42.698046799445876], [2.687075404591819, 42.698220463356066], [2.6850391998579, 42.69855075795938], [2.682917210531813, 42.69873690273464], [2.680416102587864, 42.698924571730295], [2.678439144116274, 42.69911016164605], [2.674471956140724, 42.69901365546447], [2.673361512115452, 42.69879089065556], [2.671895791755984, 42.69845283935002], [2.670623608585361, 42.69795082701395], [2.668839130500587, 42.69729886350024], [2.667767921579232, 42.69683160520532], [2.6669921890384263, 42.696492929026235], [2.666950865090656, 42.6964721210204], [2.665376796376652, 42.69570297200371], [2.662967996162345, 42.69448521927821], [2.661940800706277, 42.69401174844828], [2.660766091667634, 42.69354679157323], [2.659837886463841, 42.69324264607386], [2.658727028995035, 42.693118630268316], [2.6576033961893373, 42.693095261704634], [2.656172835011506, 42.69303493174814], [2.653560363780856, 42.69332411189213], [2.651324424864553, 42.69362434574858], [2.64841967853323, 42.69366159803445], [2.646103162297129, 42.69337524191835], [2.644031365959794, 42.692936801999025], [2.642314821663736, 42.69201309449762], [2.640735068482436, 42.69085425433584], [2.639482647265638, 42.68998600580243], [2.638217248208301, 42.689054762236964], [2.6371118016931163, 42.68827779305909], [2.636199983817328, 42.687724448133444], [2.634397478579553, 42.68675447100029], [2.633315028566376, 42.68621130832517], [2.632441278764028, 42.685622997794], [2.631553883852977, 42.6848826858129], [2.630874487046998, 42.68401541263194], [2.6302632661170913, 42.68277794350761], [2.629342890648993, 42.68091183352363], [2.6291451358421902, 42.680582978823956]]}";42.6939005072,2.66702292099
433;261523;261523;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N116;Nationale;3.48000002;3475.94142171;3475.94142171313;"{""type"": ""LineString"", ""coordinates"": [[2.6291451358421902, 42.680582978823956], [2.6287496157385792, 42.679927965860415], [2.628111004090409, 42.67879558783489], [2.627396306857259, 42.6779416608904], [2.626478757807607, 42.67718142660202], [2.626260457765219, 42.67702062607833], [2.623383027966323, 42.67540745847096], [2.621115990541144, 42.67494991057116], [2.617615524372392, 42.67455174973276], [2.615486636404618, 42.67440476228963], [2.613787676392041, 42.674287156807736], [2.6107019804341, 42.67382732962505], [2.608485048342102, 42.67318987861086], [2.607124833475984, 42.67253395262385], [2.606396160405497, 42.67218242832097], [2.606113190640929, 42.67204652378219], [2.604254283473034, 42.67091490559929], [2.603259363358922, 42.66994739962451], [2.602446962513389, 42.66919724326549], [2.602085051549206, 42.66849281266098], [2.602017133747016, 42.667555713070264], [2.602220248334591, 42.66617817198992], [2.602329576826297, 42.664260834404644], [2.602319275560887, 42.66416369524847], [2.602190851696178, 42.662989017302095], [2.602084342620685, 42.662709007052285], [2.601892861442157, 42.66220660773487]]}";42.6728468776,2.61348988947
434;261524;261524;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;N116;Nationale;1.5;1495.70451307;1495.7045130727304;"{""type"": ""LineString"", ""coordinates"": [[2.601892861442157, 42.66220660773487], [2.601078180943901, 42.66127392440794], [2.600094875311711, 42.66077575971211], [2.598403139167782, 42.66020210382141], [2.596329033925454, 42.659790611599455], [2.595869216014171, 42.659698068689956], [2.594661991947116, 42.65952897021754], [2.593501683732936, 42.65927102763584], [2.592426000472689, 42.6589324778905], [2.591154114639906, 42.65826050898211], [2.590567271176972, 42.65804608235302], [2.589638845937278, 42.65790496624511], [2.58847846532556, 42.657664950644076], [2.585838373489395, 42.65653001717137]]}";42.6591791613,2.59400952649
2;5391;5391;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;D83;Départemental;0.09;88.53265554;88.5326555357673;"{""type"": ""LineString"", ""coordinates"": [[2.903706489628345, 42.77935975055024], [2.904014199325627, 42.77929348803984], [2.904743177942941, 42.77913498546759]]}";42.779247584,2.90422488052
3;7520;7520;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;Libre;Appartient;Sens unique;;A61;Autoroute;0.64999998;645.99677265;645.99677265161;"{""type"": ""LineString"", ""coordinates"": [[1.495239502230311, 43.55138019411755], [1.494726963685659, 43.55276072976842], [1.4944167002548872, 43.5535987317009], [1.4940185946786602, 43.554813472426545], [1.493981342641613, 43.554912844459835], [1.4939029250742482, 43.55516642808681], [1.493812737509675, 43.55544414570355], [1.493725858472835, 43.55630324464077], [1.493650396656701, 43.55705721409305]]}";43.5541832465,1.49429425561
10;11690;11690;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;N'appartient pas;Double sens;;D617;Départemental;0.16;161.55853429;161.5585342895661;"{""type"": ""LineString"", ""coordinates"": [[2.911011495521985, 42.70788273153395], [2.9091787416191472, 42.70735071860286]]}";42.7076167251,2.91009511857
12;11692;11692;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;N'appartient pas;Double sens;;D617;Départemental;1.04999995;1047.44820895;1047.448208954135;"{""type"": ""LineString"", ""coordinates"": [[2.985894832090245, 42.70684974423208], [2.9850316760545312, 42.70693594133382], [2.983337053464318, 42.707108319620154], [2.982355626725, 42.70722144992379], [2.981394911831069, 42.707364245397], [2.980025732700746, 42.707656208748034], [2.979657527055487, 42.70773526092193], [2.97907958803561, 42.707928457787624], [2.977045742723853, 42.70874712890519], [2.97604224031303, 42.709081377607426], [2.9739717338397, 42.709906276802336]]}";42.7079997062,2.97984015445
14;11694;11694;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;N'appartient pas;Double sens;;D617;Départemental;1.04999995;1054.52523636;1054.525236356208;"{""type"": ""LineString"", ""coordinates"": [[3.015503579244063, 42.70259228683408], [3.014584453760925, 42.702674234418964], [3.012224388159089, 42.702545958098646], [3.011716048726826, 42.702517243623035], [3.009504710651832, 42.702352926854616], [3.006719222470136, 42.70214454595427], [3.005772056047812, 42.702244401668985], [3.00397035838078, 42.70243149714353], [3.002756222308366, 42.70266350399591]]}";42.7024240733,3.00911871671
19;28413;28413;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;E11;A750;Autoroute;2.03999996;2038.64286293;2038.6428629258262;"{""type"": ""LineString"", ""coordinates"": [[3.545204665547328, 43.648546632705006], [3.5445481135661883, 43.64909071144891], [3.543824080876876, 43.64957663584589], [3.543031516300351, 43.650024205689455], [3.541994995418043, 43.650490982329146], [3.540956462931266, 43.650877675521485], [3.539593193315162, 43.65125967193128], [3.538239867170057, 43.65151472794095], [3.536884219741584, 43.65165550188153], [3.5349294203897648, 43.65186579420143], [3.53199155548092, 43.65217444581662], [3.5295132441380392, 43.652597757414945], [3.5277104501446352, 43.653037532558045], [3.526288301598924, 43.65350063123491], [3.526015283227526, 43.653594633254144], [3.525076849448915, 43.6539680931572], [3.524270525229582, 43.65428871882138], [3.523110424009304, 43.654818898562326], [3.522238074739766, 43.655240606333486]]}";43.6520435186,3.53382291505
23;28596;28596;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A20;Autoroute;0.28;283.0977353;283.09773529528036;"{""type"": ""LineString"", ""coordinates"": [[1.335209413472769, 43.9828057344967], [1.335481028013703, 43.98413493798738], [1.335748029879024, 43.98532364284372]]}";43.9840659929,1.33547264017
32;28605;28605;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A20;Autoroute;1.38999999;1390.14974719;1390.1497471925081;"{""type"": ""LineString"", ""coordinates"": [[1.387620344339419, 44.03175721613554], [1.387640010103299, 44.0335749999861], [1.387655198889839, 44.033964108330196], [1.387845526093759, 44.0369384611063], [1.387963447497948, 44.03806274445991], [1.3879593458158461, 44.038295835304176], [1.387968273903446, 44.0388180817053], [1.387982833148724, 44.03896502846451], [1.388101659789227, 44.03944028293189], [1.388365821085594, 44.04024805048022], [1.38862118190034, 44.04088194964331], [1.388954576841471, 44.04153680137385], [1.389422067397005, 44.042172020706275], [1.389890864061858, 44.042673127563425], [1.390935360631322, 44.04373541991344]]}";44.0380815423,1.38839488964
35;37250;37250;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;Libre;Appartient;Sens unique;;;Sans objet;0.11;106.78525179;106.78525179446525;"{""type"": ""LineString"", ""coordinates"": [[1.492564673693981, 43.5551919487584], [1.491434277139371, 43.55568918953484]]}";43.5554405691,1.49199947542
37;37323;37323;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;Libre;Appartient;Sens unique;;;Sans objet;0.33000001;326.01500673;326.01500673333317;"{""type"": ""LineString"", ""coordinates"": [[1.493797071567875, 43.5629284134675], [1.493533010736497, 43.56238030784979], [1.493521725049714, 43.56002780389092]]}";43.5615020577,1.49355565635
39;37325;37325;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;Libre;Appartient;Sens unique;;;Sans objet;0.34;336.37287459;336.3728745847261;"{""type"": ""LineString"", ""coordinates"": [[1.493521725049714, 43.56002780389092], [1.492646053682226, 43.559209337009065], [1.492215806014763, 43.559006283950765], [1.4919659734245871, 43.558954219238714], [1.4910318201799, 43.558997033393645], [1.490642333128712, 43.559126604603186], [1.490201486140624, 43.559421042355496]]}";43.5592458212,1.49193294619
40;37371;37371;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;Libre;Appartient;Sens unique;;;Sans objet;0.23999999;235.29468822;235.29468821817957;"{""type"": ""LineString"", ""coordinates"": [[1.488602641125513, 43.561726847837235], [1.488640429824764, 43.56123152644853], [1.489328204670505, 43.559689664301864]]}";43.5606921657,1.48890184112
49;45371;45371;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;D900;Départemental;0.83999997;840.59719972;840.5971997232441;"{""type"": ""LineString"", ""coordinates"": [[2.869877662309932, 42.71011089548845], [2.870363816009152, 42.71079391079368], [2.870423380579835, 42.71087310473008], [2.870481728112431, 42.71095139805506], [2.870541295003535, 42.71102969282815], [2.870599640853589, 42.711108885209995], [2.8706592080642412, 42.711187179929134], [2.8706968916101703, 42.71123757572005], [2.87071755423254, 42.711266372258514], [2.870777121762832, 42.711344666923694], [2.870835468249197, 42.71142385920061], [2.870895036099133, 42.71150215381183], [2.870954602116827, 42.71158134750565], [2.870976484202217, 42.71161014547291], [2.871012951073328, 42.71165964059353], [2.871070078979724, 42.71173883129744], [2.871127207041411, 42.711818021976796], [2.871183114049873, 42.711898110275136], [2.871202557926756, 42.711926905271156], [2.871236582769328, 42.711978195617974], [2.871290049648503, 42.712059180050595], [2.8713422974516973, 42.71214016299776], [2.871393324187876, 42.71222204357178], [2.871444351067646, 42.71230392412781], [2.871492939631047, 42.71238580173941], [2.871540307115934, 42.712468576983305], [2.871587674735488, 42.712551352212735], [2.871632602037437, 42.7126350236153], [2.8716775294685, 42.7127186950056], [2.871721237789922, 42.71280236492303], [2.871762507756297, 42.71288603190884], [2.871803775861728, 42.71297059799661], [2.871843822864227, 42.7130560617272], [2.87188265271684, 42.71314062487956], [2.871920261457049, 42.71322608567764], [2.871956649081218, 42.71331244412293], [2.871991819538718, 42.71339790199373], [2.872007584821569, 42.713436582739114], [2.87202576887048, 42.713484257514324], [2.872058499048268, 42.71357061157442], [2.872085162667243, 42.7136434716724], [2.8720912293230443, 42.71365696563153], [2.872121519203663, 42.71374421588536], [2.872184478553163, 42.71394569266034], [2.872231704269811, 42.714094102905946], [2.872255896278129, 42.714182244995605], [2.872280088359688, 42.71427038708712], [2.87230184197205, 42.71435852627243], [2.872342908873159, 42.71453570085717], [2.872379098909531, 42.71471286964322], [2.872462793914735, 42.71491167380195], [2.872590198889617, 42.71519504679716], [2.872701897767234, 42.715412765602224], [2.872780831628962, 42.7155594152663], [2.872883994848697, 42.71577802292927], [2.872965266268194, 42.7159714293175], [2.873064722019213, 42.7162134095148], [2.873527283261188, 42.71713285407869]]}";42.7135326069,2.87186164549
53;45367;45367;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;D900;Départemental;1.04999995;1046.426172;1046.4261719998988;"{""type"": ""LineString"", ""coordinates"": [[2.879413852634693, 42.72673056867357], [2.880359822159348, 42.728106392692716], [2.880853856832135, 42.72924343956937], [2.881394999624809, 42.7300154915753], [2.882995201658884, 42.73240084207526], [2.884052668271419, 42.734223630521825], [2.884690906131552, 42.73528349671346]]}";42.7309960182,2.8820620996
61;46139;46139;Type autoroutier;1 chaussée;1 voie ou 2 voies étroite;Revêtu;A péage;Appartient;Sens unique;E80;A54;Autoroute;0.34999999;353.6707879;353.67078790205244;"{""type"": ""LineString"", ""coordinates"": [[4.346066007042168, 43.809253976843344], [4.345494784392212, 43.809326729150754], [4.344007234029911, 43.80933067655448], [4.341699231124293, 43.809114298847966]]}";43.8092674676,4.34388224101
67;64856;64856;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;D901;Départemental;1.52999997;1530.22116395;1530.2211639498175;"{""type"": ""LineString"", ""coordinates"": [[1.39369722850991, 43.620576743949684], [1.393846155152489, 43.61977077879682], [1.3938572563277831, 43.61928586332594], [1.393780131843792, 43.618147172036316], [1.394000816164461, 43.617609557058124], [1.393806469580668, 43.617073907996016], [1.393156847985137, 43.61651802833802], [1.3921693285928471, 43.61617403632322], [1.390717586339482, 43.61604095193559], [1.3896587075932532, 43.61585697305091], [1.388860661340614, 43.61560395443909], [1.388240919410834, 43.61526537852344], [1.387736333758522, 43.61492850765867], [1.387153509660655, 43.6141584922286], [1.3866477073164751, 43.61298463551898], [1.386337159870112, 43.611342998396545], [1.386242323679842, 43.610971706974446], [1.386131570999507, 43.61059387943618], [1.385675408514901, 43.610078626817014]]}";43.6154429868,1.39006273761
70;81518;81518;Type autoroutier;2 chaussée;Sans objet;Revêtu;Libre;Appartient;Double sens;;A68;Autoroute;9.46000004;9456.63366181;9456.633661812919;"{""type"": ""LineString"", ""coordinates"": [[1.598613813511435, 43.74282648180614], [1.600029713266794, 43.743202889105106], [1.60935568042034, 43.74567944978383], [1.610367102894284, 43.74589845769332], [1.612477757794261, 43.74640236320113], [1.6149848348524292, 43.747045368075206], [1.6164616282927442, 43.74737643492457], [1.6172560438413561, 43.74753592208282], [1.61796314942317, 43.747660995889504], [1.619154596298814, 43.74783090641864], [1.619654240793737, 43.7478588397375], [1.620433780240339, 43.74781201732771], [1.621390774596293, 43.74776833569709], [1.622731434554391, 43.74767099872278], [1.623910522454994, 43.74752930451361], [1.6253879863335952, 43.74736976419183], [1.626220515619766, 43.74723537044352], [1.627053342820029, 43.74698487567569], [1.628468782073409, 43.74677051273884], [1.630432997407498, 43.74660533327623], [1.630978018746555, 43.74665628498258], [1.631360738771404, 43.74669349467003], [1.633161498363712, 43.74682230758218], [1.634662193929366, 43.74704002800794], [1.6362122638187682, 43.74732224495755], [1.638347291396729, 43.748117546906954], [1.6394626114318651, 43.74856797848079], [1.640826675410453, 43.7492096001522], [1.642400898026356, 43.74999512228351], [1.644559523159173, 43.750797795543306], [1.646581649052103, 43.75154743041135], [1.647908339010776, 43.75199050121777], [1.649335091545867, 43.75229799858513], [1.6496874141048279, 43.752362666044824], [1.6498753353599391, 43.75239649509441], [1.650372308267758, 43.75248725286268], [1.65086804153523, 43.75257799299505], [1.6600586088492002, 43.75425741586524], [1.663619266049858, 43.7549077490525], [1.664797680953163, 43.755062597924336], [1.667888117575097, 43.75548832944919], [1.668691758060423, 43.75552875393622], [1.669513977137962, 43.75557119937883], [1.6724816238547682, 43.75551200850715], [1.677000272572914, 43.754960395378475], [1.677535663299841, 43.75489579813032], [1.6821927081188779, 43.75404505733897], [1.685858683749068, 43.75357905846351], [1.686532346082606, 43.753493585941676], [1.6873118629579822, 43.75339408536428], [1.687954386764115, 43.753312728743815], [1.690102625433947, 43.75313698873082], [1.6923628860907112, 43.75305704921701], [1.694485730832827, 43.75317701117364], [1.696284959274161, 43.75333265783065], [1.698482583614316, 43.75360463303561], [1.699147534148689, 43.753737673297216], [1.699661708566246, 43.753840110331744], [1.700877892688514, 43.75413901524552], [1.702652914762565, 43.75465245875611], [1.7044768235640362, 43.75531135103465], [1.705481452863769, 43.755853381892756], [1.706708729433098, 43.75670853962525], [1.7078877704973552, 43.75750191287518], [1.7084497905994822, 43.75790726845723], [1.7096215172685292, 43.75875183506125]]}";43.7511273433,1.65438865326
